 Minister of Power & Energy, Ceylon Electricity Board and its subsidiary Companies
 Minister of Power & Energy, LTL Holdings (Pvt) Ltd
 Minister of Power & Energy, Sri Lanka Atomic Energy Board
 Minister of Power & Energy, Sri Lanka Atomic Energy Regulatory Council
 Minister of Power & Energy, Ceylon Petroleum Corporation
 Minister of Power & Energy, Ceylon Petroleum Storage Terminal Ltd
 Minister of Power & Energy, Petroleum Resources Development Secretariat
 Minister of Power & Energy, Polipto Lanka (Pvt) Ltd
State Minister of Renewable Energy & Power,Lanka Electricity Company
State Minister of Renewable Energy & Power,Lanka Coal Company (Pvt.) Ltd.
State Minister of Renewable Energy & Power,Sri Lanka Sustainable Energy Authority
