Minister of Economic Policies and Plan Implementation,Buddha Sasana Fund
Minister of Economic Policies and Plan Implementation,Buddhist Renaissance Fund
Minister of Economic Policies and Plan Implementation,Central Cultural Fund
Minister of Youth and Sports,National Sports Council
