Ministry of Agriculture,Department of Agriculture
Ministry of Agriculture,Department of Agrarian Development
Ministry of Agriculture,National Fertilizer Secretariat
Ministry of Agriculture,Agriculture and Agrarian Insurance Board
Ministry of Agriculture,Sri Lanka National Freedom from Hunger Campaign Board
Ministry of Agriculture,Pulses and Grain Research and Production Authority
Ministry of Agriculture,Hector Kobbekaduwa Agrarian Research and Training Institute
Ministry of Agriculture,Sri Lanka Council for Agricultural Research Policy
Ministry of Agriculture,Institute of Post-Harvest Technology
Ministry of Agriculture,Ceylon Fertilizer Company Ltd.
Ministry of Agriculture,Colombo Commercial Fertilizer Company
Ministry of Agriculture,Janatha Fertilizer Enterprises Ltd.
Ministry of Agriculture,Lanka Phosphate Company Ltd
Ministry of Regional Development,National Agricultural Diversification and Settlement Authority (Hadabima Authority)
