"Minister of State Plantation Enterprises Reforms","Janatha Estate Development Board"
"Minister of State Plantation Enterprises Reforms","Kalubovitiyana Tea Factory Ltd."
"Minister of State Plantation Enterprises Reforms","Sri Lanka State Plantation Corporation"
"Minister of State Plantation Enterprises Reforms","Elkaduwa Plantation Company Ltd."
"Minister of State Plantation Enterprises Reforms","Kurunegala Plantation Company Ltd."
"Minister of State Plantation Enterprises Reforms","Chilaw Plantation Company Ltd."
"Minister of Investment Promotion","Techno Park Development Company (Pvt.) limited"
"Minister of Investment Promotion","Information Technology Parks"
"Minister of Investment Promotion","Sri Lanka Export Development Board"
"Minister of Investment Promotion","Board of Investment of Sri Lanka"
"Minister of Investment Promotion","Colombo Port City Economic Commission"
"Minister of Investment Promotion","Hingurana Sugar Industry Ltd."
"Minister of Investment Promotion","Ceylon Sugar (Pvt.) Ltd."
"Minister of Investment Promotion","Kantale Sugar Company Ltd."
"Minister of Investment Promotion","Sugar Cane Research Institute"
Terminate,"Minister of Agriculture"
Terminate,"Minister of Plantation Industries"
"Minister of Agriculture and Plantation Industries","Department of Agriculture"
"Minister of Agriculture and Plantation Industries","Department of Agrarian Development"
"Minister of Agriculture and Plantation Industries","Agriculture and Agrarian Insurance Board"
"Minister of Agriculture and Plantation Industries","Paddy Marketing Board"
"Minister of Agriculture and Plantation Industries","Hector Kobbekaduwa Agrarian Research and Training Institute"
"Minister of Agriculture and Plantation Industries","Sri Lanka Council for Agricultural Research Policy"
"Minister of Agriculture and Plantation Industries","National Agricultural Diversification and Settlement Authority"
"Minister of Agriculture and Plantation Industries","National Fertilizer Secretariat"
"Minister of Agriculture and Plantation Industries","Ceylon Fertilizer Company Ltd."
"Minister of Agriculture and Plantation Industries","Colombo Commercial Fertilizer Company"
"Minister of Agriculture and Plantation Industries","National Hunger Eradication Campaign Board of Sri Lanka (National Food Promotion Board)"
"Minister of Agriculture and Plantation Industries","Institute of Post-Harvest Technology"
"Minister of Agriculture and Plantation Industries","Department of Animal Production and Health"
"Minister of Agriculture and Plantation Industries","National Livestock Development Board and affiliated companies"
"Minister of Agriculture and Plantation Industries","Milco (Pvt.) Ltd"
"Minister of Agriculture and Plantation Industries","Mahaweli Livestock Enterprise Limited"
"Minister of Agriculture and Plantation Industries","Regional Economic Centers"
"Minister of Agriculture and Plantation Industries","National Institute of Plantation Management"
"Minister of Agriculture and Plantation Industries","Sri Lanka Tea Board"
"Minister of Agriculture and Plantation Industries","Tea Small Holdings Development Authority"
"Minister of Agriculture and Plantation Industries","Tea Research Institute"
"Minister of Agriculture and Plantation Industries","Tea and Rubber Estates (Control and Fragmentation) Board"
"Minister of Agriculture and Plantation Industries","Department of Rubber Development"
"Minister of Agriculture and Plantation Industries","Rubber Research Institute"
"Minister of Agriculture and Plantation Industries","Sri Lanka Rubber Manufacturing and Export Corporation"
"Minister of Agriculture and Plantation Industries","Tea Shakthi Fund"
"Minister of Agriculture and Plantation Industries","Thurusaviya Fund"
"Minister of Agriculture and Plantation Industries","Department of Export Agriculture"
"Minister of Agriculture and Plantation Industries","Sri Lanka Cashew Corporation"
"Minister of Agriculture and Plantation Industries","Spices and Allied Products Marketing Board"
"Minister of Agriculture and Plantation Industries","Coconut Cultivation Board"
"Minister of Agriculture and Plantation Industries","Coconut Development Authority"
"Minister of Agriculture and Plantation Industries","Coconut Research Institute"
"Minister of Agriculture and Plantation Industries","Palmyrah Development Board"
"Minister of Agriculture and Plantation Industries","Kithul Development Board"
"Minister of Agriculture and Plantation Industries","Kapruka Fund"
"Minister of mass media","Right to Information Commission"
"Minister of mass media","Department of Government Printing"
"Minister of mass media","Department of Government Information"
"Minister of mass media","Sri Lanka Press Council"
"Minister of mass media","Sri lanka Broadcasting Corporation"
"Minister of mass media","Independent Television Network"
"Minister of mass media","Sri lanka rupavahini Corporation"
"Minister of mass media","Associated Newspapers of Ceylon Ltd."
"Minister of mass media","Lanka Puwath Ltd."
"Minister of mass media","Selacine Media Solutions (PVT) LTD"
"Minister of mass media","Sri Lanka Foundation"
"Minister of mass media","Postal Department"
"Minister of mass media","Sri Lanka Institute of Printing"
"Minister of mass media","Public Performance Board"
"Minister of mass media","National Film Corporation"
